Emigrants,Both,American Samoa,909,Oceania,957,Polynesia,902,Developing regions,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Andorra,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Angola,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,20,0,10,10,20,40,20,10,10,20,10,..,..,..,..,..
Emigrants,Both,Anguilla,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Antigua and Barbuda,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Argentina,904,Latin America and the Caribbean,931,South America,902,Developing regions,280,260,190,260,270,250,200,180,270,260,240,280,380,350,260,250,210,250,300,300,290,280,320,300,380,360,370,360,460,..,..,..,..,..
Emigrants,Both,Armenia,935,Asia,922,Western Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,0,20,20,20,10,10,..,..,..,..,..
Emigrants,Both,Aruba,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Australia,909,Oceania,927,Australia and New Zealand,901,Developed regions,320,250,170,200,180,110,110,50,20,10,10,10,0,0,0,10,0,0,0,0,0,60,60,10,30,20,10,10,810,..,..,..,..,..
Emigrants,Both,Austria,908,Europe,926,Western Europe,901,Developed regions,270,270,330,260,280,270,230,250,300,350,480,370,470,430,400,370,330,420,400,470,480,860,780,660,900,860,900,480,360,..,..,..,..,..
Emigrants,Both,Azerbaijan,935,Asia,922,Western Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,10,10,10,30,20,10,20,20,10,..,..,..,..,..
Emigrants,Both,Bahamas,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,10,0,10,0,0,10,10,10,20,10,0,0,0,0,0,0,10,20,20,20,20,20,10,10,20,10,10,20,10,..,..,..,..,..
Emigrants,Both,Bahrain,935,Asia,922,Western Asia,902,Developing regions,60,90,80,90,100,40,90,80,110,130,110,100,160,190,200,100,70,90,160,240,240,250,280,350,340,360,340,270,150,..,..,..,..,..
Emigrants,Both,Bangladesh,935,Asia,5501,Southern Asia,902,Developing regions,220,140,170,180,160,140,140,140,110,180,130,230,200,190,180,190,210,270,290,290,360,480,470,780,480,540,480,500,530,..,..,..,..,..
Emigrants,Both,Barbados,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,10,10,10,10,10,0,20,10,10,0,0,10,20,20,10,30,20,20,30,10,10,0,0,10,20,0,..,..,..,..,..
Emigrants,Both,Belarus,908,Europe,923,Eastern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,10,20,20,10,10,10,20,..,..,..,..,..
Emigrants,Both,Belgium,908,Europe,926,Western Europe,901,Developed regions,130,130,150,200,150,160,150,160,200,210,260,310,270,230,200,230,240,300,320,320,350,300,320,360,240,180,190,230,250,..,..,..,..,..
Emigrants,Both,Belize,904,Latin America and the Caribbean,916,Central America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,..,..,..,..,..
Emigrants,Both,Benin,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Bermuda,905,Northern America,905,Northern America,901,Developed regions,10,10,10,10,10,0,20,20,10,10,30,10,10,20,10,30,20,10,20,30,30,30,40,30,30,10,30,40,10,..,..,..,..,..
Emigrants,Both,Bhutan,935,Asia,5501,Southern Asia,902,Developing regions,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,20,10,10,10,20,10,30,30,30,60,80,70,100,..,..,..,..,..
Emigrants,Both,Bolivia (Plurinational State of),904,Latin America and the Caribbean,931,South America,902,Developing regions,10,10,20,10,30,20,10,10,10,20,20,20,30,30,30,40,50,40,30,30,40,30,40,30,20,30,30,30,30,..,..,..,..,..
Emigrants,Both,Bosnia and Herzegovina,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,80,110,90,130,100,120,130,170,160,150,160,170,..,..,..,..,..
Emigrants,Both,Botswana,903,Africa,913,Southern Africa,902,Developing regions,10,20,30,30,20,20,60,50,70,40,70,50,50,70,60,90,100,70,90,190,150,160,210,220,140,200,230,140,110,..,..,..,..,..
Emigrants,Both,Brazil,904,Latin America and the Caribbean,931,South America,902,Developing regions,160,160,170,170,160,130,240,200,180,240,300,320,320,260,270,270,300,370,350,400,510,560,550,780,630,540,750,780,1010,..,..,..,..,..
Emigrants,Both,British Virgin Islands,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,..,..,..,..,..
Emigrants,Both,Brunei Darussalam,935,Asia,920,South-Eastern Asia,902,Developing regions,100,140,160,120,100,100,140,170,420,340,370,490,530,510,520,490,660,690,760,560,590,640,660,550,580,410,430,400,420,..,..,..,..,..
Emigrants,Both,Bulgaria,908,Europe,923,Eastern Europe,901,Developed regions,10,10,10,20,10,10,10,20,20,10,10,10,70,40,40,30,30,40,50,70,60,60,60,70,80,100,70,60,60,..,..,..,..,..
Emigrants,Both,Burkina Faso,903,Africa,914,Western Africa,902,Developing regions,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,..,..,..,..,..
Emigrants,Both,Burundi,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Cabo Verde,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Cambodia,935,Asia,920,South-Eastern Asia,902,Developing regions,0,0,0,0,0,0,0,0,10,10,20,40,280,300,140,120,130,230,270,330,380,360,420,420,210,210,190,220,280,..,..,..,..,..
Emigrants,Both,Cameroon,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,10,10,..,..,..,..,..
Emigrants,Both,Canada,905,Northern America,905,Northern America,901,Developed regions,2400,2410,2360,2550,2380,2180,2570,2640,2850,3360,3490,3400,3360,3080,3360,3740,4040,4060,4090,3910,4570,4660,4740,4920,5100,4800,5030,5450,6380,..,..,..,..,..
Emigrants,Both,Cayman Islands,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,20,20,30,40,20,20,40,40,60,50,..,..,..,..,..
Emigrants,Both,Central African Republic,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Chad,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,10,0,10,10,0,0,10,0,0,..,..,..,..,..
Emigrants,Both,Chile,904,Latin America and the Caribbean,931,South America,902,Developing regions,250,250,170,190,200,130,190,190,270,310,450,480,550,590,570,470,440,510,480,420,410,350,440,430,540,470,530,560,590,..,..,..,..,..
Emigrants,Both,China,935,Asia,906,Eastern Asia,902,Developing regions,100,140,230,250,320,460,510,650,1020,1130,1140,2880,4250,5350,3600,4110,4260,5400,6690,7920,8300,8800,10180,12930,9180,9400,10270,11480,12900,..,..,..,..,..
Emigrants,Both,"China, Hong Kong Special Administrative Region",935,Asia,906,Eastern Asia,902,Developing regions,2000,2020,1900,2080,2260,2420,2650,3070,3790,4620,6610,9460,10150,9950,10180,10490,10200,11290,10370,10190,11700,12120,12820,12600,8010,8550,8920,8730,8610,..,..,..,..,..
Emigrants,Both,"China, Macao Special Administrative Region",935,Asia,906,Eastern Asia,902,Developing regions,70,30,10,10,10,20,10,40,30,60,80,130,110,150,180,150,150,160,160,100,160,130,150,200,130,120,200,240,270,..,..,..,..,..
Emigrants,Both,"China, Taiwan Province of China",935,Asia,906,Eastern Asia,902,Developing regions,90,70,100,120,110,140,170,250,280,410,620,1080,1650,1530,1690,1840,2120,2420,2060,2120,2310,2340,2360,2850,2590,2350,2260,2380,2380,..,..,..,..,..
Emigrants,Both,Colombia,904,Latin America and the Caribbean,931,South America,902,Developing regions,50,40,50,50,50,20,40,30,40,40,60,60,130,110,80,90,90,120,120,100,160,220,290,410,230,210,180,270,370,..,..,..,..,..
Emigrants,Both,Comoros,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Congo,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,10,10,10,10,20,10,..,..,..,..,..
Emigrants,Both,Cook Islands,909,Oceania,957,Polynesia,902,Developing regions,20,40,20,30,40,40,70,50,80,40,90,80,90,90,90,80,70,70,90,90,130,90,80,100,160,140,160,180,90,..,..,..,..,..
Emigrants,Both,Costa Rica,904,Latin America and the Caribbean,916,Central America,902,Developing regions,0,0,0,10,0,0,10,10,10,10,10,10,20,10,20,20,30,20,20,20,10,30,20,30,30,30,20,40,30,..,..,..,..,..
Emigrants,Both,Côte d'Ivoire,903,Africa,914,Western Africa,902,Developing regions,10,0,0,10,0,10,0,0,0,0,0,0,0,0,10,0,10,10,0,0,10,10,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Croatia,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,120,180,350,410,500,570,630,440,400,360,340,360,420,400,430,450,390,..,..,..,..,..
Emigrants,Both,Cuba,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,10,10,10,0,10,10,10,10,..,..,..,..,..
Emigrants,Both,Cyprus,935,Asia,922,Western Asia,902,Developing regions,180,180,170,220,210,240,230,220,270,220,350,340,480,390,360,330,280,240,290,280,290,230,240,230,250,220,220,220,210,..,..,..,..,..
Emigrants,Both,Czech Republic,908,Europe,923,Eastern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,180,210,210,200,180,200,160,200,220,220,230,240,220,..,..,..,..,..
Emigrants,Both,Democratic People's Republic of Korea,935,Asia,906,Eastern Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Democratic Republic of the Congo,903,Africa,911,Middle Africa,902,Developing regions,10,0,10,10,10,0,10,20,20,10,20,30,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Denmark,908,Europe,924,Northern Europe,901,Developed regions,190,170,240,340,290,270,280,250,310,360,460,480,400,380,390,470,470,490,430,410,410,400,390,410,390,380,400,380,400,..,..,..,..,..
Emigrants,Both,Djibouti,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Dominica,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,10,0,10,0,0,10,..,..,..,..,..
Emigrants,Both,Dominican Republic,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Ecuador,904,Latin America and the Caribbean,931,South America,902,Developing regions,50,20,20,30,30,20,10,40,50,20,40,30,60,30,40,40,40,40,60,40,50,50,50,60,80,50,60,70,90,..,..,..,..,..
Emigrants,Both,Egypt,903,Africa,912,Northern Africa,902,Developing regions,210,180,190,230,210,220,160,190,180,190,240,190,220,230,230,240,230,300,340,350,410,380,430,350,260,280,270,330,340,..,..,..,..,..
Emigrants,Both,El Salvador,904,Latin America and the Caribbean,916,Central America,902,Developing regions,0,0,0,0,0,0,10,10,10,20,20,70,110,90,70,70,40,30,60,40,30,20,20,30,30,40,30,30,40,..,..,..,..,..
Emigrants,Both,Equatorial Guinea,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Eritrea,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,20,30,10,10,20,10,10,10,0,10,10,10,..,..,..,..,..
Emigrants,Both,Estonia,908,Europe,924,Northern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,10,20,10,10,10,10,30,10,10,20,20,50,40,..,..,..,..,..
Emigrants,Both,Ethiopia,903,Africa,910,Eastern Africa,902,Developing regions,0,10,10,10,10,10,20,20,20,30,0,0,0,0,20,20,30,50,50,20,40,30,20,40,30,40,40,60,90,..,..,..,..,..
Emigrants,Both,Faeroe Islands,908,Europe,924,Northern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Falkland Islands (Malvinas),904,Latin America and the Caribbean,931,South America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,10,10,10,0,10,10,0,10,..,..,..,..,..
Emigrants,Both,Fiji,909,Oceania,928,Melanesia,902,Developing regions,980,900,990,980,1070,1150,1130,1010,1230,1830,1880,2150,2250,2140,1760,1550,1450,1610,1580,1970,1790,2070,2800,2510,2520,2410,2190,2090,2270,..,..,..,..,..
Emigrants,Both,Finland,908,Europe,924,Northern Europe,901,Developed regions,180,150,130,230,180,170,110,120,180,220,250,240,190,160,170,190,190,220,210,170,220,210,180,190,150,190,210,210,190,..,..,..,..,..
Emigrants,Both,France,908,Europe,926,Western Europe,901,Developed regions,840,850,890,1000,890,990,920,970,1050,1190,1340,1480,1360,1310,1210,1270,1320,1520,1440,1390,1530,1540,1720,1710,1720,1870,1960,2390,2490,..,..,..,..,..
Emigrants,Both,French Guiana,904,Latin America and the Caribbean,931,South America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,French Polynesia,909,Oceania,957,Polynesia,902,Developing regions,10,30,50,10,40,40,50,50,30,40,50,50,20,40,40,40,30,50,40,50,40,50,50,40,80,120,160,140,150,..,..,..,..,..
Emigrants,Both,Gabon,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,..,..,..,..,..
Emigrants,Both,Gambia,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,10,0,10,10,10,0,10,0,0,0,10,0,0,0,10,10,0,0,10,0,0,0,10,0,..,..,..,..,..
Emigrants,Both,Georgia,935,Asia,922,Western Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,20,20,20,10,10,0,10,20,..,..,..,..,..
Emigrants,Both,Germany,908,Europe,926,Western Europe,901,Developed regions,1390,1340,1550,1710,1590,1420,1530,1580,1680,1850,1990,2200,2270,1910,1910,1940,2020,2200,2160,2090,2390,2490,2360,2420,2440,2300,2480,2610,3770,..,..,..,..,..
Emigrants,Both,Ghana,903,Africa,914,Western Africa,902,Developing regions,60,50,30,50,20,40,70,40,40,40,80,70,90,100,120,120,140,160,160,150,140,90,60,80,90,90,60,110,70,..,..,..,..,..
Emigrants,Both,Gibraltar,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,..,..,..,..,..
Emigrants,Both,Greece,908,Europe,925,Southern Europe,901,Developed regions,2390,2090,2260,2600,2810,3120,2730,2430,2450,2530,2580,2310,2330,2180,2160,2000,1850,1790,1930,1780,1760,1490,1430,1250,1350,1170,1090,1010,970,..,..,..,..,..
Emigrants,Both,Greenland,905,Northern America,905,Northern America,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Grenada,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Guadeloupe,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Guam,909,Oceania,954,Micronesia,902,Developing regions,10,10,10,10,10,20,0,0,20,20,50,90,70,80,40,40,40,30,50,30,40,60,50,50,110,80,70,50,70,..,..,..,..,..
Emigrants,Both,Guatemala,904,Latin America and the Caribbean,916,Central America,902,Developing regions,10,0,0,0,0,0,0,0,0,0,10,0,0,20,10,20,10,10,10,10,10,10,10,10,20,10,20,10,10,..,..,..,..,..
Emigrants,Both,Guinea,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,10,0,0,0,10,0,20,10,10,20,20,..,..,..,..,..
Emigrants,Both,Guinea-Bissau,903,Africa,914,Western Africa,902,Developing regions,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Guyana,904,Latin America and the Caribbean,931,South America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,10,0,..,..,..,..,..
Emigrants,Both,Haiti,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Holy See,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Honduras,904,Latin America and the Caribbean,916,Central America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,10,10,10,10,0,10,0,10,10,10,10,10,20,..,..,..,..,..
Emigrants,Both,Hungary,908,Europe,923,Eastern Europe,901,Developed regions,40,50,60,100,70,120,100,100,110,170,180,220,280,230,200,190,230,240,240,180,190,220,210,250,190,180,190,180,180,..,..,..,..,..
Emigrants,Both,Iceland,908,Europe,924,Northern Europe,901,Developed regions,10,20,20,20,10,10,10,10,10,20,20,20,30,20,20,20,10,20,20,30,10,30,10,30,20,30,40,20,20,..,..,..,..,..
Emigrants,Both,India,935,Asia,5501,Southern Asia,902,Developing regions,740,660,750,780,770,740,760,650,780,850,890,1050,1320,1120,1190,1520,2030,2740,3060,3570,4640,4200,3150,3970,3370,4010,4530,4890,5360,..,..,..,..,..
Emigrants,Both,Indonesia,935,Asia,920,South-Eastern Asia,902,Developing regions,1570,1710,1670,1790,1870,1880,1790,1990,2330,2680,3510,4500,4540,4650,5040,5830,6810,7730,5790,7280,8060,7810,7990,7840,7980,7490,6860,6580,6720,..,..,..,..,..
Emigrants,Both,Iran (Islamic Republic of),935,Asia,5501,Southern Asia,902,Developing regions,40,30,30,30,20,50,60,60,60,100,140,260,350,420,690,590,760,690,350,140,190,210,210,340,250,300,360,380,350,..,..,..,..,..
Emigrants,Both,Iraq,935,Asia,922,Western Asia,902,Developing regions,40,70,50,90,70,40,50,50,30,50,30,10,20,10,20,10,10,20,20,40,30,10,20,80,200,290,240,130,180,..,..,..,..,..
Emigrants,Both,Ireland,908,Europe,924,Northern Europe,901,Developed regions,670,570,670,800,580,550,810,630,1130,1680,2040,1960,1610,1220,1380,1660,2140,2640,2990,3120,4140,4260,3470,3680,2680,2500,2550,2740,2610,..,..,..,..,..
Emigrants,Both,Israel,935,Asia,922,Western Asia,902,Developing regions,530,450,530,540,540,540,550,610,550,660,670,730,800,760,850,820,820,900,810,830,840,700,720,790,500,530,560,610,680,..,..,..,..,..
Emigrants,Both,Italy,908,Europe,925,Southern Europe,901,Developed regions,1940,1770,1770,1870,1720,1850,1560,1530,1510,1500,1540,1570,1650,1390,1410,1360,1340,1410,1480,1460,1500,1460,1360,1370,1440,1490,1530,1640,1580,..,..,..,..,..
Emigrants,Both,Jamaica,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,20,20,30,50,30,30,10,20,10,20,10,10,30,10,10,10,30,30,20,30,50,40,40,50,20,10,10,20,20,..,..,..,..,..
Emigrants,Both,Japan,935,Asia,906,Eastern Asia,901,Developed regions,1850,1950,2090,2590,2850,3140,3450,3800,4280,5290,5470,6630,6970,7210,7520,7880,8040,8850,8150,6570,7980,8470,8610,8690,9340,8250,7870,8250,8690,..,..,..,..,..
Emigrants,Both,Jordan,935,Asia,922,Western Asia,902,Developing regions,50,60,50,50,40,50,50,70,70,60,60,90,50,70,80,100,110,80,120,160,200,180,210,220,270,280,290,260,250,..,..,..,..,..
Emigrants,Both,Kazakhstan,935,Asia,5500,Central Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,30,50,40,40,30,40,60,50,30,40,20,40,40,..,..,..,..,..
Emigrants,Both,Kenya,903,Africa,910,Eastern Africa,902,Developing regions,110,90,90,110,110,160,120,130,130,100,130,140,190,150,170,210,150,200,230,200,260,310,320,500,280,250,270,230,280,..,..,..,..,..
Emigrants,Both,Kiribati,909,Oceania,954,Micronesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,60,80,90,110,100,110,130,120,120,90,110,130,70,50,60,40,40,40,..,..,..,..,..
Emigrants,Both,Kuwait,935,Asia,922,Western Asia,902,Developing regions,40,30,50,50,60,30,10,40,50,110,40,50,110,140,140,180,130,120,140,140,130,160,150,190,150,180,180,190,230,..,..,..,..,..
Emigrants,Both,Kyrgyzstan,935,Asia,5500,Central Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,20,20,10,20,20,20,..,..,..,..,..
Emigrants,Both,Lao People's Democratic Republic,935,Asia,920,South-Eastern Asia,902,Developing regions,10,10,30,20,20,20,40,20,30,50,60,70,80,100,140,170,170,210,180,180,190,200,170,200,90,120,100,120,110,..,..,..,..,..
Emigrants,Both,Latvia,908,Europe,924,Northern Europe,901,Developed regions,0,0,0,0,0,20,0,0,0,0,0,10,20,30,30,30,20,30,50,50,20,40,40,70,50,50,50,40,30,..,..,..,..,..
Emigrants,Both,Lebanon,935,Asia,922,Western Asia,902,Developing regions,230,190,210,200,250,250,170,200,320,270,350,790,650,780,810,900,960,1070,980,1140,1000,900,890,1070,1320,1120,830,1010,1300,..,..,..,..,..
Emigrants,Both,Lesotho,903,Africa,913,Southern Africa,902,Developing regions,0,0,10,10,0,10,0,0,10,0,10,10,0,10,10,10,10,20,10,10,10,0,10,10,0,10,10,10,20,..,..,..,..,..
Emigrants,Both,Liberia,903,Africa,914,Western Africa,902,Developing regions,0,10,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,..,..,..,..,..
